WigleWifi-1.4,appRelease=2.26,model=LG-D855,release=6.0,device=g3,display=MRA58K,board=MSM8974,brand=lge
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
50:68:0a:66:bf:71,AEFinternet,[WPA2-PSK-CCMP][ESS],2017-11-05 14:39:53,1,-90,32.14915178,34.94754397,60,9,WIFI
2e:0e:3d:77:74:16,YC,[WPA2-PSK-CCMP][ESS],2017-11-05 14:39:55,11,-88,32.14900367,34.94748114,60,9,WIFI
42502_811_3956257,GOLAN T,UNKNOWN;il,2017-11-05 14:39:57,0,-113,32.14888479,34.9474336,59,9,GSM
60:e3:ac:db:7d:ec,Shai Katzir Work,[WPA2-PSK-CCMP][ESS],2017-11-05 14:39:59,4,-83,32.14881733,34.94740154,60,9,WIFI
60:e3:ac:db:7d:ec,Shai Katzir Work,[WPA2-PSK-CCMP][ESS],2017-11-05 14:40:01,4,-74,32.14876145,34.94737422,60,9,WIFI
60:e3:ac:db:7d:ec,Shai Katzir Work,[WPA2-PSK-CCMP][ESS],2017-11-05 14:40:12,4,-69,32.14870417,34.9473555,59,9,WIFI
60:e3:ac:db:7d:ec,Shai Katzir Work,[WPA2-PSK-CCMP][ESS],2017-11-05 14:40:27,4,-62,32.14870052,34.94735688,59,9,WIFI
42502_811_3956257,GOLAN T,UNKNOWN;il,2017-11-05 14:40:45,0,-113,32.14777213,34.94695616,61,9,GSM
60:e3:ac:db:7d:ec,Shai Katzir Work,[WPA2-PSK-CCMP][ESS],2017-11-05 14:40:47,4,-89,32.14758958,34.94686348,60,12,WIFI
44:c3:46:fd:50:05,Telenor 4G-5005,[WPA2-PSK-CCMP][WPS][ESS],2017-11-05 14:40:57,1,-90,32.1470787,34.94592301,55,3,WIFI
42502_811_3956257,GOLAN T,UNKNOWN;il,2017-11-05 14:40:57,0,-113,32.1470787,34.94592301,55,3,GSM
60:e3:ac:db:7d:ec,Shai Katzir Work,[WPA2-PSK-CCMP][ESS],2017-11-05 14:40:59,4,-87,32.14717619,34.94571047,54,3,WIFI
00:18:25:16:c3:a0,Hagor-1,[WPA2-PSK-CCMP][ESS],2017-11-05 14:40:59,1,-87,32.14717619,34.94571047,54,3,WIFI
00:18:25:16:c3:a0,Hagor-1,[WPA2-PSK-CCMP][ESS],2017-11-05 14:41:05,1,-79,32.14773354,34.94557698,58,3,WIFI
00:18:25:16:c3:a0,Hagor-1,[WPA2-PSK-CCMP][ESS],2017-11-05 14:41:15,1,-84,32.14775441,34.94666409,63,4,WIFI
42502_811_3956257,GOLAN T,UNKNOWN;il,2017-11-05 14:41:17,0,-113,32.14758405,34.94692482,65,3,GSM
00:18:25:16:c3:a0,Hagor-1,[WPA2-PSK-CCMP][ESS],2017-11-05 14:41:23,1,-85,32.14705755,34.94780852,63,3,WIFI
42502_811_3956257,GOLAN T,UNKNOWN;il,2017-11-05 14:41:25,0,-113,32.14685861,34.94814154,63,3,GSM
00:18:25:16:c3:a0,Hagor-1,[WPA2-PSK-CCMP][ESS],2017-11-05 14:41:27,1,-77,32.14664691,34.94850014,61,3,WIFI
a0:f3:c1:b7:8f:9a,alamal_T,[ESS],2017-11-05 14:41:27,7,-93,32.14664691,34.94850014,61,3,WIFI
72:ee:0c:3d:9f:5d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-05 14:41:31,11,-91,32.14616366,34.94929537,59,3,WIFI
48:ee:0c:3d:9f:5c,adslfixlanova,[WPA2-PSK-CCMP][ESS],2017-11-05 14:41:31,11,-91,32.14616366,34.94929537,59,3,WIFI
42502_811_3956257,GOLAN T,UNKNOWN;il,2017-11-05 14:41:31,0,-113,32.14616366,34.94929537,59,3,GSM
00:18:25:16:c3:a0,Hagor-1,[WPA2-PSK-CCMP][ESS],2017-11-05 14:41:33,1,-73,32.14590386,34.94972433,59,3,WIFI
a0:f3:c1:b7:8f:9a,alamal_T,[ESS],2017-11-05 14:41:33,7,-93,32.14590386,34.94972433,59,3,WIFI
72:ee:0c:3d:9f:5d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-05 14:41:37,11,-90,32.14534858,34.95063147,59,4,WIFI
48:ee:0c:3d:9f:5c,adslfixlanova,[WPA2-PSK-CCMP][ESS],2017-11-05 14:41:37,11,-89,32.14534858,34.95063147,59,4,WIFI
42502_811_3956257,GOLAN T,UNKNOWN;il,2017-11-05 14:41:37,0,-113,32.14534858,34.95063147,59,4,GSM
00:18:25:16:c3:a0,Hagor-1,[WPA2-PSK-CCMP][ESS],2017-11-05 14:41:39,1,-85,32.14506215,34.95108599,59,3,WIFI
72:ee:0c:3d:9f:5d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-05 14:41:43,11,-90,32.14451189,34.95191548,60,4,WIFI
48:ee:0c:3d:9f:5c,adslfixlanova,[WPA2-PSK-CCMP][ESS],2017-11-05 14:41:43,11,-89,32.14451189,34.95191548,60,4,WIFI
42502_811_3956257,GOLAN T,UNKNOWN;il,2017-11-05 14:41:43,0,-113,32.14451189,34.95191548,60,4,GSM
00:18:25:16:c3:a0,Hagor-1,[WPA2-PSK-CCMP][ESS],2017-11-05 14:41:45,1,-85,32.14424731,34.95231446,60,4,WIFI
42502_811_3956257,GOLAN T,UNKNOWN;il,2017-11-05 14:41:49,0,-113,32.14372088,34.95312113,62,3,GSM
42502_811_3956257,GOLAN T,UNKNOWN;il,2017-11-05 14:41:55,0,-113,32.14296652,34.95429404,63,4,GSM
e8:50:8b:a1:b3:8d,SAPPS_sandoori.moshe-ic1,[WPA2-PSK-CCMP][ESS],2017-11-05 14:41:59,6,-83,32.14237136,34.95513687,64,4,WIFI
e8:50:8b:a1:b3:8d,SAPPS_sandoori.moshe-ic1,[WPA2-PSK-CCMP][ESS],2017-11-05 14:42:02,6,-75,32.14193201,34.95579341,63,3,WIFI
00:18:25:16:c4:10,Hagor-2,[WPA2-PSK-CCMP][ESS],2017-11-05 14:42:02,1,-91,32.14193201,34.95579341,63,3,WIFI
42502_811_3956257,GOLAN T,UNKNOWN;il,2017-11-05 14:42:02,0,-113,32.14193201,34.95579341,63,3,GSM
66:00:10:65:c7:8b,iPhone,[WPA2-PSK-CCMP][ESS],2017-11-05 14:42:04,1,-88,32.14162949,34.95621458,64,3,WIFI
e8:50:8b:a1:b3:8d,SAPPS_sandoori.moshe-ic1,[WPA2-PSK-CCMP][ESS],2017-11-05 14:42:08,6,-87,32.14106241,34.9570002,66,3,WIFI
00:18:25:16:c4:10,Hagor-2,[WPA2-PSK-CCMP][ESS],2017-11-05 14:42:08,1,-85,32.14106241,34.9570002,66,3,WIFI
42502_811_3956257,GOLAN T,UNKNOWN;il,2017-11-05 14:42:08,0,-113,32.14106241,34.9570002,66,3,GSM
66:00:10:65:c7:8b,iPhone,[WPA2-PSK-CCMP][ESS],2017-11-05 14:42:10,1,-88,32.14077431,34.95733635,66,3,WIFI
78:d3:8d:e4:ff:50,camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:42:12,6,-91,32.14045458,34.9576186,66,3,WIFI
42502_862_3565343,GOLAN T,UNKNOWN;il,2017-11-05 14:42:14,0,-113,32.14008641,34.95784192,66,9,GSM
00:18:25:16:c4:10,Hagor-2,[WPA2-PSK-CCMP][ESS],2017-11-05 14:42:16,1,-85,32.13966592,34.95798605,65,9,WIFI
42502_781_3937311,GOLAN T,UNKNOWN;il,2017-11-05 14:42:16,0,-113,32.13966592,34.95798605,65,9,GSM
78:d3:8d:e4:ff:50,camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:42:18,6,-91,32.13922712,34.95802663,65,11,WIFI
42502_781_3940639,GOLAN T,UNKNOWN;il,2017-11-05 14:42:18,0,-113,32.13922712,34.95802663,65,11,GSM
42502_781_3937567,GOLAN T,UNKNOWN;il,2017-11-05 14:42:20,0,-113,32.13876866,34.95795015,65,10,GSM
42502_811_3956257,GOLAN T,UNKNOWN;il,2017-11-05 14:42:22,0,-113,32.13832769,34.95776372,64,10,GSM
32:07:4d:ac:35:3a,KfirZ,[WPA2-PSK-CCMP][ESS],2017-11-05 14:42:24,1,-87,32.13792511,34.95747922,64,10,WIFI
42502_811_3956257,GOLAN T,UNKNOWN;il,2017-11-05 14:42:28,0,-113,32.13718145,34.95678586,65,10,GSM
32:07:4d:ac:35:3a,KfirZ,[WPA2-PSK-CCMP][ESS],2017-11-05 14:42:30,1,-87,32.13680875,34.95643905,64,9,WIFI
42502_781_3937311,GOLAN T,UNKNOWN;il,2017-11-05 14:42:34,0,-113,32.13606413,34.95574419,65,9,GSM
a0:f3:c1:b7:8f:9a,alamal_T,[ESS],2017-11-05 14:42:38,7,-86,32.13530782,34.95502916,64,9,WIFI
42502_781_3937311,GOLAN T,UNKNOWN;il,2017-11-05 14:42:40,0,-113,32.13493193,34.95465932,63,10,GSM
a0:f3:c1:b7:8f:9a,alamal_T,[ESS],2017-11-05 14:42:44,7,-89,32.13414847,34.95396429,61,10,WIFI
00:0c:42:51:c2:cd,Egged.co.il,[ESS],2017-11-05 14:42:44,1,-87,32.13414847,34.95396429,61,10,WIFI
42502_781_3937311,GOLAN T,UNKNOWN;il,2017-11-05 14:42:46,0,-113,32.13376944,34.95357931,61,10,GSM
08:97:58:33:bf:36,wifi in car-2743,[WPA-PSK-CCMP][WPS][ESS],2017-11-05 14:42:48,2,-85,32.13338655,34.95321451,60,10,WIFI
a0:f3:c1:b7:8f:9a,alamal_T,[ESS],2017-11-05 14:42:50,7,-89,32.13299623,34.9528379,60,10,WIFI
00:0c:42:51:c2:cd,Egged.co.il,[ESS],2017-11-05 14:42:50,1,-86,32.13299623,34.9528379,60,10,WIFI
78:d3:8d:e4:ff:50,camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:42:50,6,-91,32.13299623,34.9528379,60,10,WIFI
42502_781_3937311,GOLAN T,UNKNOWN;il,2017-11-05 14:42:52,0,-113,32.13261733,34.95245813,59,9,GSM
08:97:58:33:bf:36,wifi in car-2743,[WPA-PSK-CCMP][WPS][ESS],2017-11-05 14:42:54,2,-85,32.1322223,34.95208828,58,10,WIFI
78:d3:8d:e4:ff:50,camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:42:54,6,-83,32.1322223,34.95208828,58,10,WIFI
00:0c:42:51:c2:cd,Egged.co.il,[ESS],2017-11-05 14:42:56,1,-86,32.13182839,34.95171028,60,10,WIFI
42502_781_3937311,GOLAN T,UNKNOWN;il,2017-11-05 14:42:58,0,-113,32.1314434,34.95134175,60,4,GSM
78:d3:8d:e4:ff:50,camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:00,6,-83,32.13104857,34.95097443,60,4,WIFI
08:97:58:33:18:dc,wifi in car-0769,[WPA-PSK-CCMP][WPS][ESS],2017-11-05 14:43:02,1,-91,32.13065583,34.95059331,60,4,WIFI
78:d3:8d:e4:ff:1c,repeater from office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:04,1,-87,32.13025659,34.95019926,59,4,WIFI
42502_811_4076577,GOLAN T,UNKNOWN;il,2017-11-05 14:43:04,0,-113,32.13025659,34.95019926,59,4,GSM
78:d3:8d:e4:ff:50,camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:06,6,-82,32.12987661,34.94982797,59,4,WIFI
42502_781_3937567,GOLAN T,UNKNOWN;il,2017-11-05 14:43:06,0,-113,32.12987661,34.94982797,59,4,GSM
08:97:58:33:18:dc,wifi in car-0769,[WPA-PSK-CCMP][WPS][ESS],2017-11-05 14:43:08,1,-91,32.1295,34.94947296,57,4,WIFI
78:d3:8d:e4:ff:1c,repeater from office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:10,1,-87,32.12913192,34.9491232,57,3,WIFI
42502_781_3937311,GOLAN T,UNKNOWN;il,2017-11-05 14:43:10,0,-113,32.12913192,34.9491232,57,3,GSM
78:d3:8d:e4:ff:50,camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:12,6,-82,32.12876721,34.94877122,57,4,WIFI
08:97:58:33:18:dc,wifi in car-0769,[WPA-PSK-CCMP][WPS][ESS],2017-11-05 14:43:14,1,-91,32.12840446,34.94842349,57,4,WIFI
84:24:8d:e8:25:40,Team2016,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-05 14:43:16,11,-89,32.12801464,34.94808571,56,3,WIFI
42502_811_4076577,GOLAN T,UNKNOWN;il,2017-11-05 14:43:16,0,-113,32.12801464,34.94808571,56,3,GSM
78:d3:8d:e4:ff:50,camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:18,6,-81,32.12763777,34.94772573,57,3,WIFI
42502_781_3937567,GOLAN T,UNKNOWN;il,2017-11-05 14:43:18,0,-113,32.12763777,34.94772573,57,3,GSM
84:24:8d:e8:25:40,Team2016,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-05 14:43:22,11,-87,32.12683573,34.94696459,56,3,WIFI
78:d3:8d:e4:ff:04,acseess for camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:22,1,-86,32.12683573,34.94696459,56,3,WIFI
42502_781_3937313,GOLAN T,UNKNOWN;il,2017-11-05 14:43:22,0,-113,32.12683573,34.94696459,56,3,GSM
78:d3:8d:e4:ff:50,camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:24,6,-79,32.12643432,34.94657435,55,3,WIFI
84:24:8d:e8:25:40,Team2016,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-05 14:43:24,11,-78,32.12643432,34.94657435,55,3,WIFI
42502_811_3956257,GOLAN T,UNKNOWN;il,2017-11-05 14:43:24,0,-113,32.12643432,34.94657435,55,3,GSM
42502_862_3936288,GOLAN T,UNKNOWN;il,2017-11-05 14:43:26,0,-113,32.12603895,34.94619782,55,4,GSM
78:d3:8d:e4:ff:50,camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:28,6,-72,32.12564382,34.94582529,55,4,WIFI
78:d3:8d:e4:ff:04,acseess for camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:28,1,-86,32.12564382,34.94582529,55,4,WIFI
84:24:8d:e8:25:40,Team2016,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-05 14:43:31,11,-79,32.12507218,34.94527488,54,4,WIFI
42502_862_3936288,GOLAN T,UNKNOWN;il,2017-11-05 14:43:32,0,-113,32.12487141,34.94510367,54,5,GSM
42502_781_3937567,GOLAN T,UNKNOWN;il,2017-11-05 14:43:33,0,-113,32.12467941,34.94490843,54,8,GSM
40:f3:08:e0:60:43,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:33,11,-88,32.12467941,34.94490843,54,8,WIFI
40:f3:08:e0:60:43,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:42,11,-88,32.12280784,34.9433519,53,28,WIFI
42502_781_3937567,GOLAN T,UNKNOWN;il,2017-11-05 14:43:42,0,-113,32.12280784,34.9433519,53,28,GSM
78:d3:8d:e4:ff:1c,repeater from office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:44,1,-88,32.12253947,34.94298503,53,26,WIFI
78:d3:8d:e4:ff:04,acseess for camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:44,1,-88,32.12253947,34.94298503,53,26,WIFI
78:d3:8d:e4:ff:1c,repeater from office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:46,1,-72,32.12233495,34.94270787,47,9,WIFI
78:d3:8d:e4:ff:04,acseess for camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:46,1,-68,32.12233495,34.94270787,47,9,WIFI
40:f3:08:e0:60:43,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:48,11,-88,32.12198834,34.94230987,45,9,WIFI
42502_781_3937567,GOLAN T,UNKNOWN;il,2017-11-05 14:43:48,0,-113,32.12198834,34.94230987,45,9,GSM
78:d3:8d:e4:ff:1c,repeater from office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:52,1,-78,32.1212611,34.94160752,50,11,WIFI
78:d3:8d:e4:ff:04,acseess for camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:52,1,-78,32.1212611,34.94160752,50,11,WIFI
78:d3:8d:e4:ff:28,office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:52,6,-72,32.1212611,34.94160752,50,11,WIFI
78:d3:8d:e4:ff:50,camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:52,6,-75,32.1212611,34.94160752,50,11,WIFI
42502_781_3937313,GOLAN T,UNKNOWN;il,2017-11-05 14:43:52,0,-113,32.1212611,34.94160752,50,11,GSM
78:d3:8d:e4:ff:1c,repeater from office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:56,1,-71,32.12051556,34.94086506,49,10,WIFI
78:d3:8d:e4:ff:04,acseess for camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:56,1,-69,32.12051556,34.94086506,49,10,WIFI
42502_781_3937567,GOLAN T,UNKNOWN;il,2017-11-05 14:43:57,0,-113,32.12029867,34.94068549,50,12,GSM
78:d3:8d:e4:ff:28,office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:59,6,-72,32.11993801,34.94035447,51,9,WIFI
78:d3:8d:e4:ff:50,camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:43:59,6,-75,32.11993801,34.94035447,51,9,WIFI
08:97:58:33:12:68,NIPPON_5343,[WPA-PSK-CCMP][WPS][ESS],2017-11-05 14:43:59,1,-88,32.11993801,34.94035447,51,9,WIFI
78:d3:8d:e4:ff:1c,repeater from office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:01,1,-81,32.11948729,34.94003927,51,8,WIFI
78:d3:8d:e4:ff:04,acseess for camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:01,1,-80,32.11948729,34.94003927,51,8,WIFI
42502_781_3937567,GOLAN T,UNKNOWN;il,2017-11-05 14:44:03,0,-113,32.1190649,34.93972837,51,8,GSM
08:97:58:33:12:68,NIPPON_5343,[WPA-PSK-CCMP][WPS][ESS],2017-11-05 14:44:05,1,-89,32.11860758,34.93941547,51,11,WIFI
78:d3:8d:e4:ff:50,camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:05,6,-83,32.11860758,34.93941547,51,11,WIFI
78:d3:8d:e4:ff:28,office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:05,6,-84,32.11860758,34.93941547,51,11,WIFI
08:97:58:65:ff:52,4GWiFi-04311,[WPA2-PSK-CCMP][WPS][ESS],2017-11-05 14:44:05,11,-86,32.11860758,34.93941547,51,11,WIFI
78:d3:8d:e4:ff:1c,repeater from office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:07,1,-85,32.11813424,34.93911711,53,10,WIFI
78:d3:8d:e4:ff:04,acseess for camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:07,1,-80,32.11813424,34.93911711,53,10,WIFI
44:c3:46:fd:50:05,Telenor 4G-5005,[WPA2-PSK-CCMP][WPS][ESS],2017-11-05 14:44:07,1,-87,32.11813424,34.93911711,53,10,WIFI
42502_781_3937567,GOLAN T,UNKNOWN;il,2017-11-05 14:44:09,0,-113,32.11767029,34.93885013,54,10,GSM
08:97:58:33:12:68,NIPPON_5343,[WPA-PSK-CCMP][WPS][ESS],2017-11-05 14:44:11,1,-89,32.11722987,34.93855858,53,10,WIFI
78:d3:8d:e4:ff:50,camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:11,6,-83,32.11722987,34.93855858,53,10,WIFI
78:d3:8d:e4:ff:28,office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:11,6,-84,32.11722987,34.93855858,53,10,WIFI
08:97:58:65:ff:52,4GWiFi-04311,[WPA2-PSK-CCMP][WPS][ESS],2017-11-05 14:44:11,11,-86,32.11722987,34.93855858,53,10,WIFI
78:d3:8d:e4:ff:1c,repeater from office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:16,1,-85,32.11605035,34.93789379,53,12,WIFI
78:d3:8d:e4:ff:04,acseess for camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:16,1,-87,32.11605035,34.93789379,53,12,WIFI
78:d3:8d:e4:ff:28,office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:16,6,-73,32.11605035,34.93789379,53,12,WIFI
44:c3:46:fd:50:05,Telenor 4G-5005,[WPA2-PSK-CCMP][WPS][ESS],2017-11-05 14:44:16,1,-87,32.11605035,34.93789379,53,12,WIFI
42502_781_3937567,GOLAN T,UNKNOWN;il,2017-11-05 14:44:16,0,-113,32.11605035,34.93789379,53,12,GSM
78:d3:8d:e4:ff:1c,repeater from office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:20,1,-86,32.1150366,34.93741947,53,11,WIFI
78:d3:8d:e4:ff:04,acseess for camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:20,1,-87,32.1150366,34.93741947,53,11,WIFI
78:d3:8d:e4:ff:28,office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:20,6,-81,32.1150366,34.93741947,53,11,WIFI
42502_781_3937567,GOLAN T,UNKNOWN;il,2017-11-05 14:44:20,0,-113,32.1150366,34.93741947,53,11,GSM
78:d3:8d:e4:ff:1c,repeater from office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:24,1,-86,32.11400863,34.93697859,53,10,WIFI
78:d3:8d:e4:ff:04,acseess for camera,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:24,1,-87,32.11400863,34.93697859,53,10,WIFI
78:d3:8d:e4:ff:28,office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:24,6,-81,32.11400863,34.93697859,53,10,WIFI
42502_781_3937567,GOLAN T,UNKNOWN;il,2017-11-05 14:44:24,0,-113,32.11400863,34.93697859,53,10,GSM
78:d3:8d:e4:ff:1c,repeater from office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:28,1,-86,32.11292564,34.93661427,52,10,WIFI
78:d3:8d:e4:ff:28,office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:28,6,-81,32.11292564,34.93661427,52,10,WIFI
42502_781_3937567,GOLAN T,UNKNOWN;il,2017-11-05 14:44:28,0,-113,32.11292564,34.93661427,52,10,GSM
78:d3:8d:e4:ff:1c,repeater from office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:32,1,-86,32.11180161,34.93631755,47,11,WIFI
42502_781_3937567,GOLAN T,UNKNOWN;il,2017-11-05 14:44:32,0,-113,32.11180161,34.93631755,47,11,GSM
42502_781_3937567,GOLAN T,UNKNOWN;il,2017-11-05 14:44:36,0,-113,32.11070332,34.93606256,46,12,GSM
00:ec:0a:cd:0e:73,Redmi,[ESS],2017-11-05 14:44:37,11,-79,32.11042863,34.93600427,46,14,WIFI
42502_781_3937313,GOLAN T,UNKNOWN;il,2017-11-05 14:44:37,0,-113,32.11042863,34.93600427,46,14,GSM
78:d3:8d:e4:ff:28,office,[WPA2-PSK-CCMP][ESS],2017-11-05 14:44:37,6,-87,32.11042863,34.93600427,46,14,WIFI
42502_32781_5175632,GOLAN T,HSPA;il,2017-11-05 14:44:37,0,-91,32.11042863,34.93600427,46,14,GSM
42502_32781_5149272,GOLAN T,UNKNOWN;il,2017-11-05 14:44:37,0,-99,32.11042863,34.93600427,46,14,GSM
42502_2147483647_2147483647,GOLAN T,UNKNOWN;il,2017-11-05 14:44:37,0,-99,32.11042863,34.93600427,46,14,GSM
42502_32781_5164162,GOLAN T,UNKNOWN;il,2017-11-05 14:44:57,0,-99,32.10480744,34.93523954,102,39,GSM
42502_32781_5164162,GOLAN T,UNKNOWN;il,2017-11-05 14:44:58,0,-85,32.10456072,34.93519978,95,39,GSM
42502_32781_5164162,GOLAN T,UNKNOWN;il,2017-11-05 14:45:02,0,-69,32.10352458,34.93510578,75,48,GSM
42502_32781_5164162,GOLAN T,UNKNOWN;il,2017-11-05 14:45:06,0,-69,32.10244091,34.93499057,76,90,GSM
42502_32781_5164162,GOLAN T,UNKNOWN;il,2017-11-05 14:45:10,0,-69,32.10125531,34.93497742,78,142,GSM
42:92:4b:86:d2:a0,twc,[WEP][IBSS],2017-11-05 14:45:12,7,-88,32.10060003,34.93508211,92,128,WIFI
42502_32781_5164163,GOLAN T,HSPA;il,2017-11-05 14:45:12,0,-69,32.10060003,34.93508211,92,128,GSM
42:92:4b:86:d2:a0,twc,[WEP][IBSS],2017-11-05 14:45:16,7,-88,32.09948798,34.93503001,82,111,WIFI
42502_32781_5164163,GOLAN T,HSPA;il,2017-11-05 14:45:16,0,-69,32.09948798,34.93503001,82,111,GSM
42502_781_3900192,GOLAN T,UNKNOWN;il,2017-11-05 14:45:18,0,-113,32.09882975,34.93512929,73,87,GSM
42:92:4b:86:d2:a0,twc,[WEP][IBSS],2017-11-05 14:45:20,7,-88,32.09817739,34.93514128,64,74,WIFI
42502_781_3900192,GOLAN T,UNKNOWN;il,2017-11-05 14:45:22,0,-113,32.09774004,34.93492569,58,61,GSM
42502_781_3900192,GOLAN T,UNKNOWN;il,2017-11-05 14:45:27,0,-113,32.09629078,34.93478608,52,64,GSM
42502_781_3900192,GOLAN T,UNKNOWN;il,2017-11-05 14:45:31,0,-113,32.09521218,34.93462132,49,90,GSM
42502_781_3900192,GOLAN T,UNKNOWN;il,2017-11-05 14:45:37,0,-113,32.09365022,34.93451727,39,32,GSM
42502_781_3900192,GOLAN T,UNKNOWN;il,2017-11-05 14:45:41,0,-113,32.0925392,34.93440798,37,30,GSM
42502_781_3900192,GOLAN T,UNKNOWN;il,2017-11-05 14:45:45,0,-113,32.09140113,34.93433139,36,31,GSM
42502_781_3900192,GOLAN T,UNKNOWN;il,2017-11-05 14:45:51,0,-113,32.08995041,34.93400572,35,34,GSM
42502_781_3900192,GOLAN T,UNKNOWN;il,2017-11-05 14:45:55,0,-113,32.08882818,34.933876,37,40,GSM
42502_781_3900192,GOLAN T,UNKNOWN;il,2017-11-05 14:45:59,0,-113,32.08780559,34.93372518,34,38,GSM
42502_781_3900192,GOLAN T,UNKNOWN;il,2017-11-05 14:46:03,0,-113,32.08679776,34.93364242,29,14,GSM
24:a4:3c:a4:e0:84,,[WPA2-PSK-CCMP][ESS],2017-11-05 14:46:09,1,-88,32.08533136,34.93336668,37,12,WIFI
42502_781_3900192,GOLAN T,UNKNOWN;il,2017-11-05 14:46:09,0,-113,32.08533136,34.93336668,37,12,GSM
24:a4:3c:a4:e0:84,,[WPA2-PSK-CCMP][ESS],2017-11-05 14:46:15,1,-85,32.08385859,34.93315714,46,10,WIFI
42502_781_3900192,GOLAN T,UNKNOWN;il,2017-11-05 14:46:15,0,-113,32.08385859,34.93315714,46,10,GSM
24:a4:3c:a4:e0:84,,[WPA2-PSK-CCMP][ESS],2017-11-05 14:46:19,1,-85,32.08285117,34.9330659,46,11,WIFI
42502_12671_4456086,GOLAN T,HSPA;il,2017-11-05 14:46:19,0,-87,32.08285117,34.9330659,46,11,GSM
24:a4:3c:a4:e0:84,,[WPA2-PSK-CCMP][ESS],2017-11-05 14:46:25,1,-85,32.08138941,34.93288818,47,17,WIFI
42502_12671_4456086,GOLAN T,HSPA;il,2017-11-05 14:46:25,0,-87,32.08138941,34.93288818,47,17,GSM
42502_12671_4456086,GOLAN T,HSPA;il,2017-11-05 14:46:31,0,-83,32.08009118,34.93255046,53,13,GSM
42502_12671_4456086,GOLAN T,HSPA;il,2017-11-05 14:46:37,0,-83,32.07869299,34.93244666,53,17,GSM
