WigleWifi-1.4,appRelease=2.25,model=LG-D855,release=6.0,device=g3,display=MRA58K,board=MSM8974,brand=lge
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
e8:d1:1b:73:4f:33,Hot pot12,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-01 11:31:21,1,-88,32.1027353,35.20707587,697,10,WIFI
a0:ab:1b:64:12:fa,omer,[WPA2-PSK-CCMP][ESS],2017-11-01 11:31:21,9,-88,32.1027353,35.20707587,697,10,WIFI
a0:4f:d4:3a:a0:e1,Cellcom-WiFi_0123,[WPA2-PSK-CCMP][ESS],2017-11-01 11:31:21,1,-88,32.1027353,35.20707587,697,10,WIFI
00:27:19:e3:2d:fe,AUC_51_3,[ESS],2017-11-01 11:31:21,1,-88,32.1027353,35.20707587,697,10,WIFI
1c:b9:c4:16:f1:98,Ariel_University,[ESS],2017-11-01 11:31:33,1,-78,32.1027295,35.20707285,697,10,WIFI
00:1a:dd:f4:fc:85,Afikim_Wifi,[ESS],2017-11-01 11:31:33,13,-79,32.1027295,35.20707285,697,10,WIFI
00:1a:dd:f4:fc:84,,[ESS],2017-11-01 11:31:33,13,-79,32.1027295,35.20707285,697,10,WIFI
00:25:86:cc:07:b2,KCG_54,[ESS],2017-11-01 11:31:33,2,-87,32.1027295,35.20707285,697,10,WIFI
ec:8c:a2:09:03:38,Ariel_University,[ESS],2017-11-01 11:31:33,1,-88,32.1027295,35.20707285,697,10,WIFI
ec:8c:a2:08:94:18,Ariel_University,[ESS],2017-11-01 11:31:33,1,-90,32.1027295,35.20707285,697,10,WIFI
ec:8c:a2:09:84:f8,Ariel_University,[ESS],2017-11-01 11:31:39,1,-86,32.10271852,35.20706998,693,10,WIFI
1c:b9:c4:15:36:88,Ariel_University,[ESS],2017-11-01 11:31:51,6,-89,32.10269853,35.20703486,687,10,WIFI
00:25:86:cb:fd:f8,,[ESS],2017-11-01 11:31:51,9,-89,32.10269853,35.20703486,687,10,WIFI
1c:b9:c4:16:f1:9c,Ariel_University,[ESS],2017-11-01 11:31:57,36,-88,32.10269876,35.20703539,687,10,WIFI
ec:8c:a2:08:a9:3c,Ariel_University,[ESS],2017-11-01 11:31:57,36,-91,32.10269876,35.20703539,687,10,WIFI
ec:8c:a2:09:93:b8,Ariel_University,[ESS],2017-11-01 11:31:57,11,-90,32.10269876,35.20703539,687,10,WIFI
14:ae:db:4d:d3:ed,aharon,[WPA2-PSK-CCMP+TKIP][ESS],2017-11-01 11:32:03,6,-90,32.10269878,35.20703655,687,9,WIFI
14:ae:db:3a:64:05,tanya,[WPA2-PSK-CCMP][ESS],2017-11-01 11:32:24,11,-90,32.10269702,35.20701421,676,10,WIFI
06:ae:db:3a:64:05,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-01 11:32:24,11,-91,32.10269702,35.20701421,676,10,WIFI
a0:ab:1b:58:2c:06,dina,[WPA2-PSK-CCMP][ESS],2017-11-01 11:32:24,6,-92,32.10269702,35.20701421,676,10,WIFI
d8:fe:e3:03:5a:31,Moria,[WPA2-PSK-CCMP][ESS],2017-11-01 11:32:35,6,-73,32.1026929,35.2070167,676,10,WIFI
1c:b9:c4:16:f4:78,Ariel_University,[ESS],2017-11-01 11:32:35,1,-87,32.1026929,35.2070167,676,10,WIFI
1c:b9:c4:16:06:38,Ariel_University,[ESS],2017-11-01 11:32:42,11,-92,32.10269021,35.20701611,676,9,WIFI
00:27:19:e3:2d:fe,AUC_51_3,[ESS],2017-11-01 11:33:02,1,-83,32.10265687,35.20700723,676,9,WIFI
64:70:02:82:cb:2e,TP-LINK_82CB2E,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-01 11:33:15,11,-88,32.10265652,35.20700739,676,10,WIFI
00:12:2a:39:2c:3c,netbox-550b,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-01 11:33:29,1,-84,32.10265662,35.2070071,676,10,WIFI
5c:6a:80:5e:ff:66,Zyxel5eff66,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 11:33:29,1,-90,32.10265662,35.2070071,676,10,WIFI
10:be:f5:a7:b4:f4,Home,[WPA2-PSK-CCMP][ESS],2017-11-01 11:33:39,9,-92,32.10265578,35.20700718,676,10,WIFI
08:97:58:66:00:5a,4GWiFi-05631,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 11:34:00,6,-92,32.10265433,35.20700801,676,10,WIFI
d0:0f:6d:f1:35:2f,Sveta,[WPA2-PSK-CCMP][ESS],2017-11-01 11:34:13,4,-87,32.10265419,35.2070079,676,9,WIFI
98:e7:f4:7b:eb:52,DIRECT-75-HP OfficeJet 3830,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 11:34:17,1,-82,32.10265421,35.20700783,676,10,WIFI
00:1a:dd:e3:06:04,afikim-wifi,[ESS],2017-11-01 11:34:38,1,-66,32.10265432,35.20700751,676,10,WIFI
ec:8c:a2:09:03:38,Ariel_University,[ESS],2017-11-01 11:35:06,1,-83,32.10265242,35.20703977,677,3,WIFI
ec:8c:a2:89:03:37,,[WPA2-PSK-CCMP][ESS],2017-11-01 11:35:16,44,-88,32.10264295,35.20703874,676,3,WIFI
08:97:58:33:43:d0,wifi in car-0724,[WPA-PSK-CCMP][WPS][ESS],2017-11-01 11:35:52,4,-67,32.10264034,35.20703307,672,9,WIFI
ec:8c:a2:09:03:3c,Ariel_University,[ESS],2017-11-01 11:36:17,44,-85,32.10264191,35.2070325,672,4,WIFI
54:e6:fc:a4:a9:2a,AUC,[ESS],2017-11-01 11:36:17,1,-85,32.10264191,35.2070325,672,4,WIFI
00:02:6f:8e:64:67,,[ESS],2017-11-01 11:36:17,1,-85,32.10264191,35.2070325,672,4,WIFI
ec:8c:a2:08:96:48,Ariel_University,[ESS],2017-11-01 11:36:27,11,-88,32.10264676,35.20702618,673,3,WIFI
00:02:6f:b8:c4:1a,,[ESS],2017-11-01 11:37:04,11,-90,32.10264197,35.20703471,673,4,WIFI
00:27:19:e3:2d:fe,AUC_51_3,[ESS],2017-11-01 11:37:28,1,-78,32.10264423,35.20703748,672,4,WIFI
d6:d2:7e:be:30:9c,AndroidAP,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 11:38:58,6,-76,32.10267039,35.20701968,672,3,WIFI
06:ae:db:3a:64:05,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-01 11:38:58,11,-86,32.10267039,35.20701968,672,3,WIFI
10:be:f5:a7:b4:f4,Home,[WPA2-PSK-CCMP][ESS],2017-11-01 11:39:15,9,-87,32.10267575,35.20701967,672,3,WIFI
00:1a:dd:e2:dd:44,afikim-wifi,[ESS],2017-11-01 11:39:20,1,-80,32.10267784,35.20702575,672,3,WIFI
00:1a:dd:e2:dd:44,afikim-wifi,[ESS],2017-11-01 11:39:28,1,-68,32.10268193,35.20704632,671,3,WIFI
00:90:8f:43:1c:b4,tomer,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2017-11-01 11:39:53,11,-87,32.10266823,35.2070381,669,9,WIFI
00:1a:dd:f5:06:a4,,[ESS],2017-11-01 11:40:47,13,-76,32.10266752,35.20703667,669,3,WIFI
00:1a:dd:f5:06:a5,Afikim_Wifi,[ESS],2017-11-01 11:40:47,13,-77,32.10266752,35.20703667,669,3,WIFI
00:8c:54:90:ce:d1,victoria,[WPA2-PSK-CCMP][ESS],2017-11-01 11:41:39,1,-87,32.10266741,35.2070349,670,3,WIFI
14:ae:db:4d:d3:ed,aharon,[WPA2-PSK-CCMP+TKIP][ESS],2017-11-01 11:41:46,6,-84,32.1026657,35.20703245,670,9,WIFI
a0:ab:1b:58:39:8a,elisusann947,[WPA2-PSK-CCMP][ESS],2017-11-01 11:41:46,5,-85,32.1026657,35.20703245,670,9,WIFI
00:0e:f4:c1:50:14,vladimir,[WPA2-PSK-CCMP][ESS],2017-11-01 11:41:46,11,-89,32.1026657,35.20703245,670,9,WIFI
1c:b9:c4:14:2b:18,Ariel_University,[ESS],2017-11-01 11:42:01,11,-85,32.10266187,35.20702818,671,9,WIFI
14:ae:db:3a:64:05,tanya,[WPA2-PSK-CCMP][ESS],2017-11-01 11:42:11,11,-85,32.10266206,35.20702839,671,9,WIFI
14:ae:db:32:52:12,surikat,[WPA2-PSK-CCMP][ESS],2017-11-01 11:44:46,5,-91,32.10264988,35.20701583,670,3,WIFI
00:1a:dd:f4:e1:44,,[ESS],2017-11-01 11:45:10,13,-78,32.10265289,35.20701401,671,3,WIFI
00:1a:dd:f4:e1:45,Afikim_Wifi,[ESS],2017-11-01 11:45:10,13,-78,32.10265289,35.20701401,671,3,WIFI
00:02:6f:b8:c4:1a,,[ESS],2017-11-01 11:45:28,11,-85,32.10265616,35.20700012,671,3,WIFI
f8:01:13:85:62:3d,Celcom WiFi-623d,[WEP][ESS],2017-11-01 11:46:36,11,-78,32.1026685,35.20701177,672,3,WIFI
ec:8c:a2:88:a3:b7,,[WPA2-PSK-CCMP][ESS],2017-11-01 11:46:42,52,-88,32.10266849,35.20701178,672,3,WIFI
00:1a:dd:f5:03:65,Afikim_Wifi,[ESS],2017-11-01 11:46:48,10,-80,32.10266849,35.20701179,672,3,WIFI
90:8d:78:52:78:78,Bezeq_k,[WPA2-PSK-CCMP][ESS],2017-11-01 11:46:54,9,-88,32.10266851,35.20701186,672,3,WIFI
62:8d:78:52:78:79,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-01 11:46:54,9,-90,32.10266851,35.20701186,672,3,WIFI
00:1a:dd:f5:03:64,,[ESS],2017-11-01 11:46:54,10,-76,32.10266851,35.20701186,672,3,WIFI
00:25:86:cb:fd:f8,,[ESS],2017-11-01 11:47:18,9,-82,32.10266875,35.20701219,672,3,WIFI
48:db:50:34:ca:5f,HUAWEI-CA5F,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 11:47:36,9,-92,32.10266563,35.20701104,672,3,WIFI
14:ae:db:4c:5e:3d,BEZEQINT-5E39,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-01 11:47:48,6,-89,32.10265728,35.20701841,672,3,WIFI
00:1a:dd:f5:03:65,Afikim_Wifi,[ESS],2017-11-01 11:48:12,10,-69,32.10265514,35.20702078,672,3,WIFI
00:1a:dd:f5:03:64,,[ESS],2017-11-01 11:48:12,10,-69,32.10265514,35.20702078,672,3,WIFI
1c:b9:c4:16:06:38,Ariel_University,[ESS],2017-11-01 11:48:18,11,-83,32.10265511,35.20702075,672,3,WIFI
14:ae:db:46:62:2d,Nadav,[WPA2-PSK-CCMP][ESS],2017-11-01 11:48:36,6,-81,32.10265511,35.20702089,672,10,WIFI
c0:ee:fb:42:26:c3,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-01 11:49:36,6,-81,32.10266984,35.20701453,678,9,WIFI
00:1a:dd:f5:c2:64,Afikim 924,[ESS],2017-11-01 11:49:42,1,-80,32.10266985,35.20701466,678,9,WIFI
00:1a:dd:f5:c2:64,Afikim 924,[ESS],2017-11-01 11:49:48,1,-63,32.10266991,35.20701472,678,9,WIFI
08:97:58:33:0f:ae,NIPPON_4994,[WPA-PSK-CCMP][WPS][ESS],2017-11-01 11:50:12,2,-78,32.10266978,35.2070147,678,9,WIFI
00:25:86:cc:00:f8,AUC_54_R,[ESS],2017-11-01 11:50:54,5,-77,32.10266958,35.20701423,678,10,WIFI
00:25:86:cc:07:b2,KCG_54,[ESS],2017-11-01 11:51:20,2,-81,32.10263805,35.20699513,678,9,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],2017-11-01 11:51:20,11,-90,32.10263805,35.20699513,678,9,WIFI
48:db:50:34:ca:5f,HUAWEI-CA5F,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 11:52:33,9,-86,32.10263248,35.20698375,679,9,WIFI
00:25:42:81:8c:42,DR650S-818C42,[WPA2-PSK-CCMP+TKIP][ESS],2017-11-01 11:52:51,1,-82,32.10263303,35.20698389,679,10,WIFI
00:1a:dd:f5:e8:44,Afikim-923,[ESS],2017-11-01 11:54:27,1,-77,32.10263398,35.20698471,679,10,WIFI
14:ae:db:32:52:12,surikat,[WPA2-PSK-CCMP][ESS],2017-11-01 11:54:56,5,-82,32.10264481,35.20701965,676,10,WIFI
a0:4f:d4:3a:a0:e1,Cellcom-WiFi_0123,[WPA2-PSK-CCMP][ESS],2017-11-01 11:55:08,1,-81,32.10264589,35.20702111,676,9,WIFI
30:e1:71:0d:e0:79,DIRECT-78-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-01 11:55:20,6,-82,32.1026482,35.20701446,676,9,WIFI
ec:8c:a2:09:84:f8,Ariel_University,[ESS],2017-11-01 11:55:32,1,-80,32.10265251,35.20700779,676,10,WIFI
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-01 11:56:08,1,-79,32.10265155,35.20700723,677,9,WIFI
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-01 11:56:20,1,-71,32.10265135,35.20700728,677,9,WIFI
00:1a:dd:e2:dc:a4,afikim-wifi,[ESS],2017-11-01 11:57:44,1,-58,32.10265141,35.20700713,677,10,WIFI
a0:ab:1b:64:12:fa,omer,[WPA2-PSK-CCMP][ESS],2017-11-01 11:58:32,9,-83,32.10265175,35.20700684,677,10,WIFI
00:1a:dd:e3:0c:84,Wirless-Afikim,[ESS],2017-11-01 11:58:32,9,-76,32.10265175,35.20700684,677,10,WIFI
00:1a:dd:e3:0c:85,,[ESS],2017-11-01 11:58:32,9,-76,32.10265175,35.20700684,677,10,WIFI
00:0e:f4:c1:50:14,vladimir,[WPA2-PSK-CCMP][ESS],2017-11-01 11:58:38,11,-84,32.1026518,35.20700688,677,9,WIFI
00:1a:dd:e3:0c:84,Wirless-Afikim,[ESS],2017-11-01 11:58:38,9,-68,32.1026518,35.20700688,677,9,WIFI
00:1a:dd:e3:0c:85,,[ESS],2017-11-01 11:58:38,9,-68,32.1026518,35.20700688,677,9,WIFI
00:1a:dd:e3:0c:84,Wirless-Afikim,[ESS],2017-11-01 11:58:44,9,-46,32.10265177,35.20700685,677,9,WIFI
00:1a:dd:e3:0c:85,,[ESS],2017-11-01 11:58:44,9,-56,32.10265177,35.20700685,677,9,WIFI
a0:ab:1b:58:2c:06,dina,[WPA2-PSK-CCMP][ESS],2017-11-01 11:58:50,6,-87,32.10265335,35.20700134,677,9,WIFI
14:ae:db:cb:05:f5,Mama,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-01 11:59:01,11,-84,32.10265304,35.20694642,675,10,WIFI
ec:8c:a2:09:93:b8,Ariel_University,[ESS],2017-11-01 11:59:01,11,-83,32.10265304,35.20694642,675,10,WIFI
a0:ab:1b:59:55:54,ear,[WPA2-PSK-TKIP][ESS],2017-11-01 11:59:42,1,-86,32.10267152,35.20697413,676,9,WIFI
1c:b9:c4:16:f4:78,Ariel_University,[ESS],2017-11-01 12:00:12,1,-82,32.10267162,35.20696781,675,9,WIFI
f8:d1:11:77:77:fc,TP-LINK_7777FC,[ESS],2017-11-01 12:00:12,1,-87,32.10267162,35.20696781,675,9,WIFI
f8:23:b2:8a:9e:e1,Partner-4G-9EE1,[WPA2-PSK-CCMP][ESS],2017-11-01 12:00:23,9,-90,32.10266559,35.20697925,675,3,WIFI
f8:23:b2:8a:9e:e1,Partner-4G-9EE1,[WPA2-PSK-CCMP][ESS],2017-11-01 12:00:36,9,-76,32.10266585,35.20697738,675,3,WIFI
14:ae:db:b6:a2:9d,Noor,[WPA2-PSK-CCMP][ESS],2017-11-01 12:00:42,1,-89,32.1026659,35.20697736,675,3,WIFI
f8:23:b2:8a:9e:e1,Partner-4G-9EE1,[WPA2-PSK-CCMP][ESS],2017-11-01 12:00:55,9,-57,32.10266588,35.20697735,675,3,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],2017-11-01 12:01:17,36,-91,32.10266596,35.20697736,675,3,WIFI
d0:0f:6d:f1:35:2f,Sveta,[WPA2-PSK-CCMP][ESS],2017-11-01 12:01:30,4,-81,32.10267009,35.20697593,674,3,WIFI
1c:b9:c4:15:36:88,Ariel_University,[ESS],2017-11-01 12:01:30,6,-84,32.10267009,35.20697593,674,3,WIFI
78:11:dc:1a:cf:d0,TamiRacheli,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-01 12:01:35,8,-92,32.10266756,35.20698322,673,3,WIFI
94:fe:22:58:f5:86,HUAWEI-F586,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 12:02:23,1,-78,32.10267313,35.20698686,672,3,WIFI
ec:8c:a2:09:8e:d8,Ariel_University,[ESS],2017-11-01 12:02:23,1,-87,32.10267313,35.20698686,672,3,WIFI
00:1a:dd:f6:b6:64,Afikim-WiFi,[ESS],2017-11-01 12:02:35,11,-79,32.10267318,35.20698702,672,3,WIFI
00:1a:dd:f4:ef:04,PEPWAVE_9481,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-01 12:02:47,1,-81,32.10267318,35.20698712,672,9,WIFI
00:1a:dd:f4:ef:04,PEPWAVE_9481,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-01 12:02:51,1,-59,32.10267315,35.20698714,672,10,WIFI
ec:8c:a2:08:99:68,Ariel_University,[ESS],2017-11-01 12:06:44,11,-75,32.1026797,35.20701427,673,3,WIFI
00:21:04:4c:2a:a2,Yan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-01 12:06:49,6,-88,32.10264916,35.20707057,674,3,WIFI
08:97:58:33:ca:9c,NIPPON_1596,[WPA-PSK-CCMP][WPS][ESS],2017-11-01 12:07:56,3,-60,32.10266899,35.20697354,674,3,WIFI
08:97:58:33:1a:22,wifi in car-0932,[WPA-PSK-CCMP][WPS][ESS],2017-11-01 12:12:53,2,-79,32.10264716,35.20699707,677,9,WIFI
94:fe:22:58:f5:86,HUAWEI-F586,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 12:14:56,1,-54,32.1026656,35.20696705,675,9,WIFI
5c:af:06:3c:7d:da,LG Stylus2 Dual_4296,[WPA2-PSK-CCMP][ESS],2017-11-01 12:15:28,1,-77,32.1026534,35.20697442,676,3,WIFI
08:97:58:32:7e:40,NIPPON_1412,[WPA-PSK-CCMP][WPS][ESS],2017-11-01 12:15:53,2,-74,32.10265401,35.2069743,676,3,WIFI
00:1a:dd:f5:c1:65,Afikim_Wifi,[ESS],2017-11-01 12:15:53,12,-72,32.10265401,35.2069743,676,3,WIFI
00:1a:dd:f5:c1:64,,[ESS],2017-11-01 12:15:53,12,-72,32.10265401,35.2069743,676,3,WIFI
34:0b:01:19:21:42,afikim-wifi,[ESS],2017-11-01 12:16:04,7,-82,32.10265405,35.2069744,676,3,WIFI
34:0b:01:19:21:42,afikim-wifi,[ESS],2017-11-01 12:16:10,7,-70,32.10265422,35.20697449,676,9,WIFI
00:1a:dd:f5:ce:05,Afikim_Wifi,[ESS],2017-11-01 12:16:47,11,-83,32.10263823,35.20699093,677,3,WIFI
00:1a:dd:f5:ce:04,,[ESS],2017-11-01 12:16:47,11,-84,32.10263823,35.20699093,677,3,WIFI
08:97:58:33:59:08,NIPPON_6604,[WPA-PSK-CCMP][WPS][ESS],2017-11-01 12:17:35,2,-76,32.10263838,35.20699099,677,9,WIFI
00:1a:dd:f5:ce:05,Afikim_Wifi,[ESS],2017-11-01 12:18:53,11,-69,32.1026381,35.20699078,677,9,WIFI
00:1a:dd:f5:ce:04,,[ESS],2017-11-01 12:19:11,11,-74,32.10263817,35.20699066,677,9,WIFI
6a:37:73:d7:ab:3b,Bezeq Free AA107B,[ESS],2017-11-01 12:19:57,1,-89,32.10261131,35.20699319,679,3,WIFI
00:1a:dd:f5:02:25,Afikim_Wifi,[ESS],2017-11-01 12:20:39,13,-69,32.10261529,35.20698912,679,4,WIFI
00:1a:dd:f5:02:24,,[ESS],2017-11-01 12:20:39,13,-73,32.10261529,35.20698912,679,4,WIFI
00:1a:dd:f4:e1:04,,[ESS],2017-11-01 12:20:55,11,-78,32.10261534,35.20698894,679,3,WIFI
00:1a:dd:f4:e1:05,Afikim_Wifi,[ESS],2017-11-01 12:20:55,11,-79,32.10261534,35.20698894,679,3,WIFI
00:1a:dd:f4:e1:05,Afikim_Wifi,[ESS],2017-11-01 12:21:00,11,-72,32.10261538,35.20698886,679,9,WIFI
1c:b9:c4:16:f4:7c,Ariel_University,[ESS],2017-11-01 12:21:13,36,-85,32.10261533,35.20698884,679,10,WIFI
1c:b9:c4:96:f4:77,,[WPA2-PSK-CCMP][ESS],2017-11-01 12:21:13,36,-86,32.10261533,35.20698884,679,10,WIFI
